Date,Open,High,Low,Close,Adj Close,Volume
22-03-2010,153.75087,154.987595,150.109924,150.426529,140.427017,15177582
23-03-2010,150.386948,152.059021,145.637894,146.290878,136.566269,24082386
25-03-2010,147.418793,149.001801,141.334045,143.500809,133.961685,44001415
26-03-2010,144.747437,149.753738,144.134018,148.358704,138.496674,39431276
29-03-2010,149.021591,150.28801,145.449905,146.548126,136.806427,26307691
30-03-2010,147.399002,150.3078,146.548126,149.585541,139.641953,27946856
31-03-2010,149.991196,151.673157,148.64563,149.931824,139.96521,16156899
01-04-2010,150.386948,154.344498,150.386948,153.879486,143.650452,20006815
05-04-2010,154.967819,155.927521,149.595444,154.631424,144.352417,16111998
06-04-2010,155.314102,155.511978,152.068909,153.18692,143.003922,11920952
07-04-2010,153.345215,157.906296,153.25618,157.381927,146.92009,20079249
08-04-2010,157.510544,157.70842,152.246994,153.958633,143.724335,11364522
09-04-2010,155.333893,161.141602,154.344498,160.211563,149.56163,29347237
12-04-2010,160.270935,160.270935,153.968536,154.552277,144.278534,29781931
13-04-2010,154.938126,155.670273,150.604614,153.295746,143.10553,49489395
15-04-2010,154.344498,157.787567,152.761475,153.424377,143.225601,30353385
16-04-2010,153.355118,156.214447,153.216599,155.284424,144.962006,17014035
19-04-2010,151.623688,154.24556,151.059738,153.513412,143.308716,18251422
20-04-2010,153.75087,158.074493,153.75087,156.788284,146.365875,21190375
21-04-2010,157.154358,160.676575,153.384796,160.162094,149.515427,24958473
22-04-2010,159.667404,169.125961,158.499924,165.55426,154.549164,53118709
23-04-2010,165.821396,167.899109,163.743683,167.097702,155.98999,28966138
26-04-2010,167.602295,170.333008,165.227768,168.354233,157.16301,15735528
27-04-2010,168.057419,169.145737,166.820679,167.513245,156.377914,22734583
28-04-2010,164.258163,166.988876,138.514297,162.566315,151.759811,19690948
29-04-2010,164.218597,168.176147,162.922501,166.721741,155.639038,41823624
30-04-2010,167.800171,173.835434,167.206543,172.667969,161.189972,30858379
03-05-2010,172.351364,174.666519,167.730911,169.076492,157.837219,23773791
04-05-2010,169.986725,172.054535,165.841187,166.652481,155.574356,18968476
05-05-2010,162.259598,166.533752,159.558578,165.19809,154.216675,18946811
06-05-2010,165.227768,165.227768,159.5289,160.963501,150.263565,24010448
07-05-2010,159.251862,159.251862,150.010986,150.931107,140.898056,28801931
10-05-2010,156.719025,161.66597,151.485168,160.993195,150.29129,22222064
11-05-2010,161.586823,162.061722,156.966385,158.282257,147.760544,21729699
12-05-2010,157.332458,160.656799,156.620087,158.826431,148.26857,19139875
13-05-2010,160.270935,165.603729,160.112625,164.40657,153.477768,23865686
14-05-2010,164.63414,165.227768,160.399551,161.517563,150.780807,13830264
17-05-2010,159.687195,159.687195,153.275955,156.164978,145.784027,24175191
18-05-2010,157.312668,157.312668,151.415909,152.830734,142.671417,22833144
19-05-2010,151.376343,151.376343,139.909332,141.462677,132.059036,42604941
20-05-2010,142.076096,144.905746,137.594162,140.869034,131.504852,32478158
21-05-2010,136.535522,141.343948,133.864166,140.463394,131.12619,42409395
24-05-2010,142.471848,146.310669,138.910049,139.889542,130.590485,27683087
25-05-2010,138.316422,138.395569,132.577972,133.260651,124.402229,22896567
26-05-2010,133.567352,141.264786,133.567352,140.394135,131.061523,26941684
27-05-2010,139.91922,148.408173,139.394852,146.775681,137.01886,46147010
28-05-2010,150.386948,153.09787,146.93399,148.309235,138.450455,39059693
31-05-2010,149.179901,151.237823,146.627274,149.397568,139.466461,22413182
01-06-2010,148.032211,150.070343,142.580673,143.45134,133.915512,24048880
02-06-2010,145.440002,148.378494,143.678894,147.646347,137.83165,28703946
03-06-2010,149.397568,152.761475,149.397568,151.821564,141.729324,24720427
04-06-2010,151.910599,153.523315,149.516281,152.682327,142.532883,17680584
07-06-2010,149.595444,149.595444,144.925522,145.85556,136.159912,27858317
08-06-2010,145.83577,149.694382,144.648499,145.598312,135.919769,26978136
09-06-2010,145.440002,147.359421,143.105057,144.064758,134.488144,33286679
10-06-2010,146.162262,150.87175,144.450623,150.208862,140.223831,24950044
11-06-2010,152.266785,152.939575,149.921936,151.356552,141.295242,26420786
14-06-2010,151.969971,152.919785,149.22937,150.436417,140.436249,17644648
15-06-2010,150.584824,152.167847,148.289444,150.327591,140.334671,16351196
16-06-2010,151.376343,155.927521,151.376343,154.413757,144.149216,26018942
17-06-2010,155.136017,159.390381,153.355118,158.737381,148.18544,23857959
18-06-2010,159.291443,160.676575,156.916916,158.658234,148.111557,20921856
21-06-2010,160.082947,162.922501,159.311234,159.746552,149.127518,19993034
22-06-2010,160.181885,160.181885,156.639877,157.837036,147.34494,15775037
23-06-2010,156.343063,159.667404,155.937408,156.531052,146.125763,17385856
24-06-2010,156.778397,157.866714,154.690781,155.373459,145.04512,15245467
25-06-2010,155.373459,156.125397,151.52475,152.148056,142.034119,17019276
28-06-2010,152.365723,157.085098,152.365723,156.174866,145.793259,12556784
29-06-2010,156.125397,156.125397,151.673157,152.553711,142.412796,14291135
30-06-2010,150.436417,154.710571,150.14949,154.047684,143.807495,17480177
01-07-2010,153.909164,154.364288,150.614502,150.931107,140.898056,12274979
02-07-2010,152.365723,153.523315,150.980576,151.653366,141.572311,12038767
05-07-2010,151.36644,154.295029,150.208862,151.020157,140.981201,16098868
06-07-2010,151.36644,152.721909,150.584824,151.95018,141.849396,14020533
07-07-2010,151.673157,152.345932,148.091568,148.596161,138.718353,12754144
08-07-2010,150.386948,151.594009,149.328308,149.625122,139.678894,11395778
09-07-2010,150.584824,152.860413,150.189072,152.504242,142.366623,15919247
12-07-2010,153.75087,156.956482,152.820847,156.352951,145.959488,22252204
13-07-2010,156.521149,159.232071,155.83847,158.678024,148.13002,14691923
14-07-2010,159.687195,161.230637,157.312668,158.302048,147.779022,13678058
15-07-2010,158.302048,160.676575,156.521149,160.181885,149.533905,15651496
16-07-2010,160.280823,165.395966,160.073059,164.713287,153.764099,26426881
19-07-2010,163.644745,165.010101,162.487167,163.30835,152.452545,9332836
20-07-2010,164.040497,164.832016,160.082947,160.884354,150.189697,8860549
21-07-2010,161.863846,163.427078,161.547241,162.328857,151.538147,9242644
22-07-2010,162.061722,166.217148,161.270218,165.62352,154.613815,13248283
23-07-2010,166.63269,167.592407,164.515411,165.900543,154.872421,13194906
26-07-2010,166.415039,166.454605,161.883636,162.497055,151.695175,8951373
27-07-2010,162.457474,167.790283,162.457474,167.117493,156.008469,14545160
28-07-2010,166.612915,169.877884,166.612915,169.145737,157.901886,14313133
29-07-2010,169.402985,172.005066,167.28569,171.500488,160.100113,18101253
30-07-2010,168.987442,170.333008,166.86026,167.473679,156.340988,10827028
02-08-2010,168.977539,170.74855,166.850357,167.671555,156.525711,11074418
03-08-2010,169.165527,169.383194,166.039063,166.573334,155.500488,14728713
04-08-2010,166.810791,167.800171,165.227768,167.097702,155.98999,7603626
05-08-2010,167.404419,171.510376,166.791,170.372589,159.04718,14736203
06-08-2010,170.174713,178.445984,169.828415,176.843185,165.087662,34896871
09-08-2010,177.832565,182.393646,177.100418,181.928635,169.835037,21464474
10-08-2010,183.036743,191.34761,175.556976,189.428192,179.769012,81052897
11-08-2010,190.407684,202.725571,190.269165,199.203339,189.045715,82490235
12-08-2010,199.262711,204.447098,196.007629,202.765137,192.425888,34680035
13-08-2010,203.220261,204.803284,199.361649,200.529129,190.303909,19571364
16-08-2010,201.211807,202.359497,196.43306,198.144699,188.041046,13504956
17-08-2010,198.837265,201.597656,197.481812,199.193451,189.036331,20910035
18-08-2010,200.647858,209.4534,200.449966,207.435059,196.857697,33446080
19-08-2010,205.792664,207.771439,204.199753,205.881714,195.383545,15331571
20-08-2010,203.556656,205.396912,200.420288,200.914978,190.670074,20173575
23-08-2010,201.805435,203.061951,199.064835,200.914978,190.670074,12888823
24-08-2010,201.023819,201.835114,199.282501,200.202621,189.994049,9869360
25-08-2010,199.361649,200.539017,194.533432,196.353912,186.341599,15772252
26-08-2010,195.898788,201.429474,195.334839,197.363083,187.299301,30891404
27-08-2010,197.283936,200.232315,195.324951,196.057098,186.059906,12903049
30-08-2010,198.669067,199.836548,193.959595,195.86911,185.8815,13117949
31-08-2010,194.909409,200.825943,194.187149,199.925598,189.731125,32532480
01-09-2010,200.845734,201.736176,198.500885,200.004745,189.806244,14422741
02-09-2010,202.03299,204.199753,200.647858,201.231583,190.970551,13703574
03-09-2010,201.854904,202.873978,199.905807,200.598373,190.369614,5986873
06-09-2010,201.755966,205.792664,201.755966,204.803284,194.360107,10815687
07-09-2010,204.407516,209.849152,204.407516,205.624466,195.13942,11105372
08-09-2010,204.803284,206.524811,203.052063,204.387741,193.965744,7991987
09-09-2010,204.605408,206.465454,199.589203,200.81604,190.576187,11910673
13-09-2010,202.072571,204.704346,201.300842,203.220261,192.857803,12417880
14-09-2010,204.803284,211.333237,202.824509,208.8004,198.153397,28712790
15-09-2010,210.739609,213.509888,201.657028,202.745346,192.40712,32875429
16-09-2010,202.923447,205.99054,201.835114,203.576447,193.195847,18527507
17-09-2010,205.594788,207.355896,203.714951,204.902222,194.45401,14344420
20-09-2010,205.782776,209.96788,205.199036,209.245636,198.575928,13433877
21-09-2010,209.354462,214.697159,208.048477,213.826492,202.923203,24206907
22-09-2010,217.447662,219.446213,209.601807,211.907089,201.101685,15792487
23-09-2010,212.520508,213.707764,210.244919,212.579865,201.740143,11276250
24-09-2010,211.135361,213.183395,210.175659,212.302841,201.477264,8037616
27-09-2010,215.785477,216.675934,211.788361,214.439911,203.505356,11043551
28-09-2010,213.5,214.697159,211.036423,213.806702,202.904434,8215034
29-09-2010,213.875961,219.61441,213.816605,218.941635,207.777527,20404829
30-09-2010,219.634201,220.633484,214.944504,217.289352,206.209473,15719417
01-10-2010,218.654709,228.548584,217.863205,220.465286,209.223511,34713076
04-10-2010,222.790344,226.965561,217.665314,225.392441,213.899399,17769624
05-10-2010,226.559921,226.599487,223.245468,224.462418,213.016815,10861094
06-10-2010,226.362045,227.737289,224.591034,225.323181,213.833664,14441525
07-10-2010,225.580429,227.163437,221.157867,223.344406,211.955795,9498570
08-10-2010,224.472305,225.511169,216.280182,218.249054,207.120255,13647423
11-10-2010,221.227112,229.290634,218.852585,227.875809,216.256149,13036338
12-10-2010,227.727402,230.507568,226.658859,228.865189,217.195068,14779922
13-10-2010,228.865189,233.990219,227.331635,232.77327,220.903854,13505826
14-10-2010,233.099777,236.463684,231.823456,234.138626,222.199585,13352852
15-10-2010,234.287033,235.434723,227.697708,228.756363,217.091797,9338355
18-10-2010,226.569809,233.050308,224.046875,231.308975,219.514236,15690758
19-10-2010,233.495529,235.078552,231.516754,232.337936,220.490738,10234859
20-10-2010,231.496964,232.901901,228.152832,229.072968,217.392273,7828280
21-10-2010,230.527359,233.188812,229.735855,230.942902,219.166824,10193262
22-10-2010,232.189529,232.516037,226.599487,227.331635,215.739685,10673084
25-10-2010,228.607956,235.454514,228.607956,234.613541,222.650314,9469365
26-10-2010,234.643219,237.453079,233.208603,236.414215,224.359146,14224144
27-10-2010,235.474304,237.848831,234.188095,236.671463,224.603287,8511909
28-10-2010,237.453079,239.431854,234.534378,235.988785,223.955414,16175042
29-10-2010,235.988785,236.800079,225.798096,229.340103,217.645767,10778624
01-11-2010,233.416382,234.455231,230.190964,231.635483,219.824112,7876703
02-11-2010,232.545715,232.70401,226.579712,228.400177,216.753769,11642340
03-11-2010,229.923843,235.850266,229.874374,234.59375,222.631516,8046298
04-11-2010,236.443909,245.368179,233.099777,244.190811,231.739212,18715401
08-11-2010,247.346954,253.263489,245.872772,251.156097,238.349319,14387391
09-11-2010,253.471268,256.053558,249.652237,251.284714,238.471405,19715842
10-11-2010,266.343201,266.738953,256.686768,257.735535,244.593277,28740933
11-11-2010,261.000519,261.831604,250.255753,252.481873,239.607483,19481339
12-11-2010,250.315125,255.440155,245.684784,246.604919,234.030228,15998145
15-11-2010,246.753326,248.890396,242.202133,247.782288,235.147537,14427209
16-11-2010,250.315125,250.414063,234.959824,238.5513,226.387268,18540530
18-11-2010,241.014877,244.774551,232.783173,243.537811,231.119537,25559314
19-11-2010,245.368179,246.357574,232.901901,235.276428,223.279404,16342448
22-11-2010,238.64035,244.121552,235.682068,242.93428,230.546753,10901483
23-11-2010,241.014877,243.270676,233.732986,240.12442,227.880188,17503687
24-11-2010,240.638901,249.464249,238.46225,241.183075,228.884842,20702923
25-11-2010,243.488342,247.327164,237.462967,238.600769,226.434219,18600774
26-11-2010,239.827606,240.995087,225.184662,230.814285,219.044769,23512958
29-11-2010,230.70546,236.295486,226.569809,234.682785,222.716034,11346172
30-11-2010,232.516037,246.209167,230.200867,244.368896,231.908218,18689167
01-12-2010,243.389404,257.834473,242.647369,254.618958,241.63562,30293120
02-12-2010,257.003387,262.880341,256.40976,261.228058,247.907715,28966482
03-12-2010,260.40686,266.48172,257.824585,260.149628,246.884293,28659135
06-12-2010,262.187775,273.466797,261.80191,268.688049,254.987305,44883612
07-12-2010,267.15451,267.589844,259.654938,264.245697,250.7715,24262518
08-12-2010,263.572906,266.521301,256.44931,264.384216,250.902939,37380826
09-12-2010,264.572205,265.155945,249.127853,252.06633,239.21315,27527774
10-12-2010,250.710876,250.908752,239.827606,246.872055,234.283752,22295766
13-12-2010,248.534225,256.014008,247.980164,252.729233,239.84227,16594175
14-12-2010,254.668427,260.208984,250.968109,258.418213,245.241135,19158776
15-12-2010,257.794891,264.166534,255.281845,261.772217,248.424118,18236064
16-12-2010,261.000519,270.775665,255.509399,266.541077,252.949783,19317192
20-12-2010,263.572906,269.885223,261.693085,267.332581,253.700958,14196879
21-12-2010,267.332581,269.885223,263.731232,267.134705,253.513153,10812054
22-12-2010,268.341766,271.369293,266.541077,270.132568,256.358185,12828124
23-12-2010,269.311371,271.982727,264.32486,267.678864,254.029572,10304407
24-12-2010,265.551697,266.936829,257.656372,258.457794,245.278717,16127932
27-12-2010,258.032349,261.376465,255.826004,257.458496,244.330353,8742582
28-12-2010,258.329163,258.665558,249.968842,251.086838,238.2836,18243573
29-12-2010,251.304504,253.263489,247.742706,252.06633,239.21315,15456785
30-12-2010,252.096024,258.230225,251.937714,257.270508,244.151978,14592932
31-12-2010,258.428101,260.387085,256.44931,258.893097,245.691803,8846131
03-01-2011,262.722046,264.166534,257.478302,258.912903,245.710617,8480698
04-01-2011,259.991333,261.317108,254.282562,256.924225,243.823318,11792059
05-01-2011,257.240845,259.199829,252.491776,253.837341,240.893845,7965283
06-01-2011,255.10376,257.418915,247.020462,249.523605,236.800079,11030563
07-01-2011,249.325729,249.988617,229.537979,235.513885,223.504745,21823221
10-01-2011,235.67218,238.818436,229.023499,232.842529,220.969589,24076605
11-01-2011,234.267242,237.235413,225.689255,229.152115,217.467377,21430559
12-01-2011,233.495529,242.024048,232.70401,241.014877,228.72522,24175519
13-01-2011,241.608505,246.743423,239.827606,244.715179,232.236862,28974199
14-01-2011,242.400024,242.400024,231.912506,233.970428,222.040009,17378776
17-01-2011,234.969711,235.078552,228.647522,233.26796,221.373337,12138596
18-01-2011,234.484909,239.154831,233.891281,237.364029,225.260544,14289937
19-01-2011,238.996521,239.016312,234.148529,236.018463,223.983597,12275924
20-01-2011,234.465134,237.848831,229.963409,236.404327,224.349762,11811864
21-01-2011,235.474304,238.244583,231.981766,234.959824,222.978943,10804575
24-01-2011,234.959824,237.017746,232.525925,235.137909,223.147919,6420389
25-01-2011,237.215622,237.215622,229.518188,230.725235,218.960251,12718970
27-01-2011,233.881393,237.354141,231.71463,236.631882,224.56572,21052972
28-01-2011,235.078552,235.454514,222.018631,227.618561,216.012009,15697246
31-01-2011,220.633484,229.340103,220.059647,226.975464,215.401703,12785820
01-02-2011,227.846115,227.846115,210.343857,211.541016,200.754288,25801333
02-02-2011,215.152283,223.383987,213.173508,220.485077,209.242264,22464911
03-02-2011,217.625748,230.428421,216.478058,228.90477,217.23262,14176336
04-02-2011,227.608673,235.464401,225.580429,227.727402,216.115295,24900735
07-02-2011,225.798096,229.508301,219.802399,226.836945,215.270233,17675020
08-02-2011,227.559204,229.102646,218.506302,220.089325,208.866684,15107437
09-02-2011,217.665314,221.187546,208.266144,212.44136,201.608704,24693875
10-02-2011,212.91626,221.009445,212.44136,218.160019,207.035751,15376154
11-02-2011,219.327499,231.516754,217.417969,226.1147,214.584824,18418788
14-02-2011,236.16687,241.766815,235.840378,239.283447,227.082077,22358249
15-02-2011,240.203583,246.931412,237.819153,244.843811,232.358932,20341477
16-02-2011,244.180908,246.298203,240.886261,245.061462,232.565475,8898446
17-02-2011,243.775269,248.227509,242.43959,247.069931,234.471512,8783062
18-02-2011,247.149078,248.910187,237.670746,238.5513,226.387268,13037718
21-02-2011,238.442459,239.174606,224.670181,229.884262,218.162186,22259966
22-02-2011,227.559204,228.350708,222.157135,224.957108,213.486252,12652636
23-02-2011,224.591034,230.131607,223.621429,226.352142,214.810165,10373475
24-02-2011,225.382553,225.95639,205.525528,208.642105,198.003189,27479492
25-02-2011,214.103531,222.612259,212.233582,219.782608,208.575623,23675008
28-02-2011,220.633484,222.889282,208.760834,214.251938,203.326965,32936017
01-03-2011,217.467438,226.767685,217.101364,225.946503,214.425201,16617058
03-03-2011,225.145096,234.425552,221.622879,232.802948,220.932037,24321630
04-03-2011,236.206451,236.364746,230.70546,232.654541,220.791214,16747431
07-03-2011,228.548584,228.548584,221.820755,223.195999,211.814972,15032881
08-03-2011,222.810135,230.507568,222.612259,229.963409,218.237289,11187862
09-03-2011,231.773987,232.802948,228.152832,230.190964,218.453247,8613937
10-03-2011,230.745026,232.486343,227.75708,230.527359,218.772476,9448044
11-03-2011,228.74646,231.912506,223.997406,230.05246,218.321777,10636263
14-03-2011,228.548584,233.436157,225.619995,232.664444,220.800583,7874601
15-03-2011,225.639786,229.528076,223.334518,225.995972,214.472153,9013856
16-03-2011,227.954956,232.387405,226.945786,230.824173,219.054153,9036527
17-03-2011,227.163437,230.012878,224.106232,225.570526,214.068405,9032721
18-03-2011,228.152832,228.152832,220.237732,221.118286,209.843201,12633716
21-03-2011,223.423553,224.274429,220.673065,221.860321,210.547394,9665340
22-03-2011,223.621429,226.312576,223.621429,224.808701,213.345428,10590215
23-03-2011,223.908356,226.510452,222.820038,224.96701,213.495667,8258485
24-03-2011,226.787476,229.91394,226.60939,229.003708,217.326523,5973436
25-03-2011,231.694839,235.850266,229.795212,234.257355,222.312271,8578910
28-03-2011,235.870056,242.973862,235.355576,242.202133,229.851944,10631114
29-03-2011,243.666428,246.55545,239.926544,245.259354,232.753281,10904318
30-03-2011,245.664993,249.068497,245.091156,247.149078,234.546631,8188538
31-03-2011,248.316559,249.503815,241.608505,247.020462,234.424576,12968559
01-04-2011,245.566055,247.327164,244.250168,245.724365,233.194565,6426352
04-04-2011,245.368179,248.929977,244.774551,248.17804,235.523117,6545193
05-04-2011,249.028915,254.252884,246.169586,253.352539,240.433777,9861795
06-04-2011,254.737686,257.972992,252.956787,256.983582,243.879669,12918993
07-04-2011,255.212585,257.636597,252.590714,255.440155,242.414948,7981152
08-04-2011,254.074799,254.806946,246.575241,247.999954,235.354126,6889310
11-04-2011,244.972427,247.327164,239.580261,241.321579,229.016281,6465806
13-04-2011,239.392273,247.871338,238.422684,247.1194,234.518478,10990760
15-04-2011,247.149078,251.106628,243.09259,244.546982,232.077209,7786713
18-04-2011,244.863586,249.879791,237.650955,238.610657,226.443604,8936854
19-04-2011,237.235413,240.21347,235.147797,237.710312,225.589157,8257848
20-04-2011,240.361877,248.445175,240.243149,247.693237,235.063034,9279930
21-04-2011,248.296768,248.929977,243.983032,246.110214,233.56076,6037869
25-04-2011,244.606354,248.732101,244.606354,245.872772,233.335419,3600964
26-04-2011,245.566055,250.710876,242.301071,249.582977,236.85643,5786749
27-04-2011,249.127853,251.858566,246.575241,247.248016,234.640533,6580068
28-04-2011,248.138474,248.979446,243.00354,243.844528,231.410614,6905431
29-04-2011,243.191528,256.577942,240.223358,244.744873,232.265015,6356607
02-05-2011,245.664993,246.159698,241.163284,242.469269,230.105469,5867512
03-05-2011,241.816284,242.766083,227.163437,230.151398,218.415695,10442426
04-05-2011,230.131607,232.684235,225.422119,229.39946,217.702103,8152829
05-05-2011,229.537979,232.466568,223.79953,225.016479,213.542603,5394325
06-05-2011,227.519623,239.036102,226.757797,237.443192,225.335678,11239677
09-05-2011,237.255203,237.927979,231.299088,232.872208,220.997772,6402004
10-05-2011,232.70401,238.135757,231.71463,234.732254,222.762985,7554666
11-05-2011,234.682785,240.421234,233.742874,239.758347,227.532776,8956174
12-05-2011,237.037537,241.410629,234.000107,234.880676,222.903824,9508238
13-05-2011,236.186661,244.22049,234.910355,239.639618,227.42009,10128121
16-05-2011,237.453079,241.371048,234.5047,240.569656,228.302704,12026138
17-05-2011,239.62973,241.014877,233.218491,235.276428,223.279404,7890571
18-05-2011,235.128021,235.266525,226.124588,227.391006,215.796051,12912545
19-05-2011,228.370499,230.675766,225.986069,227.727402,216.115295,10150008
20-05-2011,227.796646,233.87149,227.796646,231.249619,219.457916,7206966
23-05-2011,228.350708,228.350708,222.236298,223.492813,212.096634,9471877
24-05-2011,223.423553,225.966278,220.029953,221.988953,210.669464,10603819
25-05-2011,221.721817,225.966278,221.642654,224.353577,212.913513,9051142
26-05-2011,225.817871,231.259506,225.649673,230.012878,218.284225,14230926
27-05-2011,232.506134,232.506134,214.103531,215.458984,204.472443,36507473
30-05-2011,216.666046,218.001709,212.292938,213.183395,202.312912,14337441
31-05-2011,213.935333,217.685104,212.856903,216.735291,205.683701,21812058
01-06-2011,216.87381,217.071686,212.837112,213.687988,202.791779,12190917
02-06-2011,211.728989,211.728989,206.227997,207.415268,196.838882,13160850
03-06-2011,207.375687,209.354462,200.697327,202.587051,192.256882,18193522
06-06-2011,200.153152,204.170074,199.905807,202.567261,192.238098,10494787
07-06-2011,201.241486,204.565826,200.97435,203.259842,192.89537,10702375
08-06-2011,202.408966,206.514923,202.03299,203.526962,193.14888,10460791
09-06-2011,203.616013,204.001877,198.550354,202.062668,191.759247,15309118
10-06-2011,202.507904,202.695877,200.054214,201.755966,191.46817,10366693
13-06-2011,201.04361,201.587769,198.688858,199.91571,189.721741,9117445
14-06-2011,199.559525,199.836548,194.147568,194.711517,184.782928,18158005
15-06-2011,194.711517,197.501602,192.772324,196.719986,186.688995,17065451
16-06-2011,195.404099,197.679688,193.949692,194.642273,184.717224,8892139
17-06-2011,196.284653,196.413269,193.168076,194.108002,184.210205,7010420
20-06-2011,194.216827,194.70163,183.145584,184.224014,174.8302,12139966
21-06-2011,185.609161,187.934219,184.026138,185.252975,175.806686,15616489
22-06-2011,186.994293,187.103134,183.501755,185.193619,175.750366,10873971
23-06-2011,185.015518,188.369553,183.284088,186.994293,177.459229,14139804
24-06-2011,187.637405,192.416138,187.637405,191.23877,181.487274,12766323
27-06-2011,189.368835,194.79068,188.033157,193.474792,183.609268,10943666
28-06-2011,194.711517,195.997726,191.505905,194.850037,184.914383,8802407
29-06-2011,196.076874,200.400497,195.572296,197.313614,187.25235,15611249
30-06-2011,197.481812,198.649292,194.187149,196.729874,186.69838,12195990
01-07-2011,199.856339,199.856339,195.107285,196.828812,186.792267,9831675
04-07-2011,199.658463,202.794815,198.570129,200.182831,189.975266,10758485
05-07-2011,201.835114,203.497284,199.658463,201.033707,190.782761,11706177
06-07-2011,201.657028,205.387024,200.163055,204.902222,194.45401,12015444
07-07-2011,204.427307,209.38414,203.220261,208.849869,198.200348,13654837
08-07-2011,209.156586,212.579865,206.979935,208.562958,197.92807,9533475
11-07-2011,208.562958,210.343857,206.940353,208.335388,197.712112,5947490
12-07-2011,205.00116,206.287354,198.866959,202.804718,192.46344,10584332
13-07-2011,203.418137,207.474625,202.824509,206.920563,196.369431,7318116
14-07-2011,205.792664,214.004593,204.872543,211.353027,200.575882,11520113
15-07-2011,210.047028,210.145981,203.675385,204.417419,193.993896,8878692
18-07-2011,204.803284,207.068985,200.25209,200.806152,190.566803,8426639
19-07-2011,198.075439,198.303009,193.524261,194.70163,188.488327,15781460
